"","document","topic","gamma"
"5502","The Phantom Cowboy ",6,0.000125536278170209
"5503","The Rough, Tough West ",6,0.99792980578047
"5504","The Ruse of the Rattler ",6,0.000132036116876838
"5505","Touched by a Vampire ",6,0.000163849487592445
"5506","Trail of Kit Carson ",6,0.000130348862416109
"5507","Trail of the Silver Spurs ",6,0.000115579291769972
"5508","Wessyngton Plantation: A Family's Road to Freedom ",6,9.97550298161819e-05
"5509","Wingnut's Search for Soul ",6,0.00013376762428389
"5510","Winners of the West ",6,5.82034808882524e-05
"5511","Within the Shadow of the Tree: Dark Dreams ",6,0.000135545148756832
"5512","Zameer: The Awakening of a Soul ",6,0.000133767624283859
"5513","""3x3 the Immersive Fiction"" ",6,0.000113018120038592
"5514","""Bees in the Trap"" ",6,0.997717488088827
"5515","""Beijing 2008: Games of the XXIX Olympiad"" ",6,0.00025985094296197
"5516","""Children of the Dust"" ",6,0.000147288282969946
"5517","""Lonesome Dove: The Outlaw Years"" ",6,0.000125536278170204
"5518","""One Mom and Three Dads"" ",6,0.000175099986662453
"5519","""Road to the NHL Outdoor Classics"" ",6,0.000306734272636922
"5520","""Save the Last Dance for Me"" ",6,0.000161259187089071
"5521","""The Journey: The Art of Fighting"" ",6,0.00021138637059907
"5522","""The Miraculous Mellops"" ",6,0.000225399384709225
"5523","""Travel the World: Europe"" ",6,0.000266643541740057
"5524","Across the Plains ",6,0.000158749512219425
"5525","Adventures of Red Ryder ",6,0.000137370549445569
"5526","America Is Still the Place ",6,0.000225399384709225
"5527","An Exclusive Inside Look at 'Harry Potter and the Order of the Phoenix' ",6,0.000220526412496896
"5528","Athena, the Goddess of War ",6,0.000143154165795657
"5529","Back to the Planet of the Apes ",6,6.88034192666221e-05
"5530","Balala the Fairies: The Movie ",6,0.00036101389572069
"5531","Beyond the Sacramento ",6,0.000306734272636948
"5532","Billy the Kid Wanted ",6,0.000130348862416124
"5533","Blazing the Western Trail ",6,0.000130348862416115
"5534","Blood and Spurs ",6,0.000104883558849833
"5535","Blood of the Nation ",6,0.000102770142963138
"5536","Brand of Fear ",6,0.000230492579313097
"5537","Brand of the Outlaws ",6,0.000316243935177598
"5538","Buns of Steel ",6,0.000121066409509171
"5539","Buy This for Your Girlfriend: Welcome to Football! ",6,0.000184606815956312
"5540","Call of Duty: Siege ",6,9.42261386198713e-05
"5541","Call of the Prairie ",6,0.00031624393517761
"5542","Cowboy and Lucky ",6,8.7742038703793e-05
"5543","Cruz Reynoso: Sowing the Seeds of Justice ",6,0.000215859681784846
"5544","DELTA STATE: Slipping Into the Future ",6,0.000211386370599068
"5545","Daffy Duck: The Marvin Missions ",6,0.00013554514875682
"5546","Daughter of the West ",6,0.000119646359148808
"5547","Daughters of Club Bilitis ",6,0.000361013895720707
"5548","Deadly Diversions ",6,0.000137370549445573
"5549","Death of the Reel ",6,0.000178158234014249
"5550","Desperadoes of Dodge City ",6,0.000374259676169893
"5551","Detours: The Film ",6,0.000104883558849804
"5552","Discovery of the Secret ",6,0.000289333383436132
"5553","Drawing Water: On and Off Time-W 82.58 150 x N 35/12 634 ",6,0.996413291329497
"5554","Dulcy and Red ",6,0.000225399384709232
"5555","Ecstasy of Gold ",6,0.000128704185817243
"5556","Edinburgh: An Entertaining Tour of Its Sights and Secrets ",6,0.000122520573140036
"5557","Evolution 20: Super Shred ",6,0.000156316756342516
"5558","Falling: A Story of Love ",6,0.0004386345623331
"5559","Fallout Tactics: Brotherhood of Steel ",6,0.000215859681784834
"5560","Four Horsemen of the Apocalypse ",6,0.000147288282969974
"5561","From Headlines to Tight-Lines the Story of ATV Today ",6,0.000119646359148803
"5562","Guns of the Law ",6,0.000101745055621979
"5563","High & Low: The Movie ",6,0.000388514466312634
"5564","History of Christian Worship: Part 1 - The Word ",6,0.000202973821674593
"5565","Hondo and the Apaches ",6,0.000188009392263239
"5566","How to Dance Through Time, Vol V: Victorian Era Couples Dancing ",6,0.000104883558849821
"5567","ISIS: Enemies of Humanity ",6,0.00018132520936313
"5568","Insaaf: The Final Justice ",6,0.000137370549445564
"5569","Interception ",6,0.000114284358408844
"5570","Jeff Steele: Children of the Doomed ",6,0.000111779633313964
"5571","Jesse James vs. the Daltons ",6,0.000133767624283873
"5572","Joshua Bailey and the Island of Death ",6,0.000241402176649022
"5573","King Arthur and the Knights of the Round Table ",6,0.00017214496255828
"5574","Kiss of the Moon ",6,0.000172144962558276
"5575","Last of the Warrens ",6,0.000289333383436147
"5576","Law of the West ",6,0.000273800794750839
"5577","Lies, Damned Lies and Statistics/I'm Gone/Primer for Well Water ",6,0.00027380079475084
"5578","Logic of Being ",6,0.000220526412496892
"5579","Love Will Tear Us Apart ",6,0.000132036116876842
"5580","Mass Effect: Isolation ",6,0.995315074387071
"5581","Mutiny in Outer Space ",6,0.996911099540386
"5582","Overland Riders ",6,0.000348673654518561
"5583","Pals of the Saddle ",6,0.000297779837619601
"5584","Pearl Carter Scott: On Top of the World ",6,0.000108221850068889
"5585","Presidents and Prophets ",6,0.000153957436597596
"5586","Pride of the Plains ",6,0.000297779837619597
"5587","Pro Wrestling Eclipse: November Bash ",6,0.00025985094296197
"5588","Pro Wrestling Eclipse: Winters Moon ",6,0.000122520573140045
"5589","ROH Supercard of Honor IX ",6,0.000114284358408843
"5590","Realm of Darkness ",6,0.000161259187089057
"5591","Return of the Frontiersman ",6,0.000326362118537616
"5592","Roy Jones, Jr.: Heart of a Champion ",6,0.000124010094218618
"5593","Sailplane Grand Prix in the Andes ",6,0.000151668277267477
"5594","Skateboarding Explained: The Instructional DVD ",6,0.000161259187089057
"5595","Son of the Lion King ",6,0.000215859681784851
"5596","Space Hulk: Vengeance of the Blood Angels ",6,0.000109382343736384
"5597","Space Opera - The Shade of Human Soul ",6,9.08685641994156e-05
"5598","Spell of the Circus ",6,0.000266643541740058
"5599","Starchaser: The Legend of Orin ",6,0.000247253639758245
"5600","Swimsuit Illustrated: On Location ",6,0.000316243935177604
"5601","Tears of Heaven ",6,0.996987129323915
"5602","Tenting Tonight on the Old Camp Ground ",6,0.000145191802160116
"5603","The Accidental Spy ",6,8.14374737990873e-05
"5604","The Adventures of Ace X and Kid Velvet ",6,0.000132036116876835
"5605","The Adventures of Miss Girl ",6,0.000403898124700774
"5606","The American Dream ",6,0.000202973821674586
"5607","The Ballad of Des & Mo ",6,0.000259850942961955
"5608","The Beast of War ",6,0.000133767624283882
"5609","The Bill of Rights ",6,0.000558775425382895
"5610","The City ",6,0.000297779837619596
"5611","The Crown Prince ",6,0.000529755685176332
"5612","The Cub Reporter ",6,0.000281352876104294
"5613","The Dark Voice ",6,0.000420550276284184
"5614","The Desperados Are in Town ",6,0.000273800794750862
"5615","The Farmer ",6,0.000169288022382415
"5616","The First Love ",6,0.000195205233872035
"5617","The French Encounter ",6,0.000109382343736392
"5618","The Gift of Giving ",6,0.000156316756342514
"5619","The Girl with the Wandering Eye ",6,0.000103816096157888
"5620","The Great American Bash ",6,0.000125536278170192
"5621","The Immortal ",6,0.000175099986662448
"5622","The Irish in Australia ",6,0.000281352876104291
"5623","The Iron Trial ",6,0.00010174505562199
"5624","The Killer ",6,0.000127100495483843
"5625","The King of the Streets ",6,0.000143154165795653
"5626","The Last Stagecoach West ",6,8.92779370020346e-05
"5627","The Law Rides ",6,0.00036101389572069
"5628","The Legend of Earl Durand ",6,0.000128704185817251
"5629","The Locator 2 Braxton Returns ",6,0.000306734272636929
"5630","The Lone Hand ",6,0.000111779633313967
"5631","The Lone Rider in Texas Justice ",6,9.00662282748084e-05
"5632","The Lost City ",6,0.000102770142963133
"5633","The Mounted Stranger ",6,0.000337149161893281
"5634","The New Maverick ",6,0.000361013895720694
"5635","The Nexum Agency ",6,0.000151668277267471
"5636","The Night of Pistol Pete ",6,0.000163849487592447
"5637","The Night the World Exploded ",6,7.59781821336546e-05
"5638","The One Way Trail ",6,0.000306734272636935
"5639","The Only Good Indian ",6,0.000147288282969965
"5640","The Priest ",6,0.00014728828296996
"5641","The ROLE Model ",6,0.00011690390671252
"5642","The Race Against Cancer ",6,0.991631832291554
"5643","The Red Sneakers ",6,0.000202973821674593
"5644","The Return of Captain Nemo ",6,0.000202973821674585
"5645","The Rise of the Robots ",6,0.000230492579313066
"5646","The Road to Denver ",6,0.000403898124700776
"5647","The Saga of Hemp Brown ",6,0.000273800794750853
"5648","The Sagebrush Family Trails West ",6,6.06249503178436e-05
"5649","The San Francisco Story ",6,0.000128704185817242
"5650","The Seventh Swords ",6,0.000235821270080389
"5651","The Song the Zombie Sang ",6,9.2516898604068e-05
"5652","The Soul of Buddha ",6,0.000188009392263256
"5653","The Stand at Apache River ",6,0.000145191802160128
"5654","The Stranger of the Hills ",6,0.000403898124700769
"5655","The Super Riders V3 ",6,0.000374259676169896
"5656","The Testing Block ",6,0.000281352876104289
"5657","The Ugly Little Boy ",6,0.000241402176649018
"5658","The Wandering Day ",6,0.000147288282969955
"5659","The War of Loong ",6,0.000139245787016645
"5660","The Wereth Eleven ",6,0.000241402176649026
"5661","The Wolf in Sheep's Clothing ",6,0.000178158234014257
"5662","The Xtreme Boot Camps Cardio & Fat Burning Workout ",6,0.000259850942961968
"5663","Trail of the Mounties ",6,0.000247253639758241
"5664","Triumphs of a Man Called Horse ",6,0.000156316756342511
"5665","Twin Blades of the Ninja ",6,0.000215859681784852
"5666","Vigilantes of Dodge City ",6,0.000125536278170192
"5667","WWF in Your House: Revenge of the Taker ",6,0.000281352876104271
"5668","Weird Tales 5: The Strange Case of Rhyolite Nevada ",6,8.5534784574533e-05
"5669","Where's Waldo: The Second Coming ",6,0.000199013744083032
"5670","White Slaves of the Nootka ",6,0.000211386370599075
"5671","Winter in Peru: A Visual Ode to the Waves of Peru ",6,0.000175099986662462
"5672","Wolves of the Rail ",6,0.000230492579313094
"5673","XXII Central American and Caribbean Games ",6,0.000281352876104292
"5674","Zero Point Theory ",6,0.99285328389713
"5675","""All Your Living Needs"" ",6,0.000388514466312648
"5676","""Because of Meeting You"" ",6,0.000348673654518558
"5677","""Chasing Silver: A Tarpon Journey"" ",6,0.000149446194604318
"5678","""Chronexia and the Eight Seals"" ",6,0.000266643541740048
"5679","""Corsets to Catwalk"" ",6,0.000348673654518563
"5680","""Cowboy and Lucky"" ",6,0.000438634562333108
"5681","""Eleventh Incarnation"" ",6,0.000289333383436135
"5682","""Ghost Stories from the Burgh"" ",6,0.000125536278170207
"5683","""Hamsa, hope of the lost worlds"" ",6,0.000266643541740069
"5684","""High & Low: The Story of S.W.O.R.D."" ",6,0.000113018120038546
"5685","""In Search of History"" ",6,0.000388514466312616
"5686","""Into the Sky"" ",6,0.000306734272636933
"5687","""Man vs. the Universe"" ",6,0.000172144962558267
"5688","""Murphy's Law of Love"" ",6,0.000348673654518566
"5689","""Nikola Tesla and the End of the World"" ",6,0.000403898124700777
"5690","""Ring of Honor PPV"" ",6,0.00033714916189327
"5691","""Skating with the Stars"" ",6,0.000326362118537624
"5692","""Sounds of the Game"" ",6,0.000316243935177597
"5693","""Survive and Advance"" ",6,0.000166524362417135
"5694","""The 1992 French Open Championships"" ",6,0.000361013895720712
"5695","""The 1998 French Open Championships"" ",6,0.000361013895720712
"5696","""The Four Scholars of Jiangnan"" ",6,0.000191539752837773
"5697","""The Past Lives Project"" ",6,0.000247253639758225
"5698","""The Prince of Tennis"" ",6,0.000361013895720706
"5699","""Visiting Sacred Places of the Tohoku Region"" ",6,0.000273800794750836
"5700","""Witness Insecurity"" ",6,0.000169288022382423
"5701","2012 Gold Rush Expedition Race ",6,0.000166524362417141
"5702","2013 Gold Rush Expedition Race ",6,0.000166524362417136
"5703","2014 Gold Rush Expedition Race ",6,0.000175099986662446
"5704","A Christmas to Remember ",6,0.000158749512219429
"5705","Ace of Clubs ",6,0.000297779837619589
"5706","Across the Divide ",6,0.000289333383436135
"5707","Adventures of Frank and Jesse James ",6,0.000438634562333117
"5708","Adventures of Tron ",6,0.000253395822602576
"5709","Affectionately Yours, Screwtape: The Devil and C.S. Lewis ",6,0.000158749512219418
"5710","Allegiance of Powers ",6,0.000348673654518573
"5711","America's Iliad: The Siege of Charleston ",6,0.000178158234014238
"5712","American Bandits: Frank and Jesse James ",6,0.000297779837619611
"5713","Apophis ",6,0.000163849487592443
"5714","Around the World in Seven Minutes and Four Times on Saturday ",6,0.000220526412496889
"5715","As the Sun Went Down ",6,0.000166524362417159
"5716","Battle of Rogue River ",6,0.000403898124700766
"5717","Behind the Action in 'Biker Boyz' ",6,0.000178158234014246
"5718","Best of Both Worlds ",6,0.995487774585682
"5719","Beyond Redemption ",6,0.000273800794750841
"5720","Brandon Bryant the Documentary: Drones & Deceptions ",6,0.000289333383436118
"5721","Brimstone and the Borderhounds: Forza Infernis ",6,0.000281352876104275
"5722","Brothers in the Saddle ",6,0.000149446194604296
"5723","Bureaucracy of Love ",6,0.000388514466312618
"5724","Call of the Coyote: A Legend of the Golden West ",6,0.827064020334786
"5725","Call of the Desert ",6,0.0636652868506948
"5726","Call of the Forest ",6,0.000361013895720696
"5727","Call of the West ",6,0.000297779837619597
"5728","Captain Eager and the Mark of Voth ",6,0.000202973821674563
"5729","Charlie and the Talking Buzzard ",6,0.000374259676169902
"5730","Chile: The Other 9/11 ",6,0.000220526412496886
"5731","Circle of Fury ",6,0.000259850942961952
"5732","Code of the Cactus ",6,0.000374259676169893
"5733","Code of the Lawless ",6,0.000188009392263246
"5734","Command & Conquer: Red Alert 3 - Uprising ",6,0.000211386370599068
"5735","Company of Heroes: Opposing Fronts ",6,0.992638377456713
"5736","Compton: The Antwon Ross Story ",6,0.000403898124700775
"5737","Courage of the West ",6,0.000348673654518561
"5738","Dale Evans: Queen of the West ",6,0.000225399384709223
"5739","Daredevils of the West ",6,7.65483534270337e-05
"5740","Days of Buffalo Bill ",6,0.000175099986662462
"5741","Deadly Arsenal ",6,0.000181325209363132
"5742","Deathbone, Third Blood Part VII: The Blood of Deathbone ",6,0.000361013895720686
"5743","Desperate Action ",6,0.000119646359148834
"5744","Dragons of Camelot ",6,0.000149446194604319
"5745","Dreamer in the Falls ",6,0.000348673654518568
"5746","Earth Metal I: Epic of Manas ",6,0.000151668277267478
"5747","Empire of Danger ",6,0.994206347760423
"5748","Enter the Cage ",6,0.00028933338343612
"5749","Eve & the Bigger Apple ",6,0.000211386370599053
"5750","Extraction Day ",6,0.000207094698238187
"5751","Fade to Winter ",6,0.000111779633313975
"5752","Fame and Fortune ",6,0.000178158234014257
"5753","Fantastic Movie Trailers: More of the Best! ",6,0.000316243935177598
"5754","Faron: The Prophecy ",6,0.000306734272636931
"5755","Fingerprints of the Flood ",6,0.000169288022382407
"5756","FluffyMarioBros The Movie 2: Universal Course ",6,0.000316243935177578
"5757","For the Love of Penny Whistler ",6,7.2213025272517e-05
"5758","Foreign Prosecution Unit ",6,0.000348673654518563
"5759","From These Ashes ",6,0.000253395822602565
"5760","Georgian Edinburgh: Tales of the New Town ",6,0.000151668277267481
"5761","Ghost of Tsushima ",6,0.000259850942961939
"5762","Girl from the West ",6,0.000403898124700749
"5763","Grand Auto Theft: L.A. ",6,0.000259850942961943
"5764","Guardians of the Wild ",6,0.000348673654518575
